Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
FrontDG108,18.4336,3.1895,9.333e-18,9.659e-18,4.052e-18,56.659,802.02
FrontDG109,18.2455,3.0298,1.039e-17,7.960e-18,3.839e-18,41.3398,803.43
FrontDG110,18.3188,3.2517,1.038e-17,8.620e-18,3.961e-18,39.049,802.35
FrontDG111,18.3796,3.0626,1.012e-17,8.407e-18,4.109e-18,42.1244,803.02
FrontDG112,18.3162,3.1750,1.041e-17,8.264e-18,3.810e-18,38.0456,802.85
FrontDG113,18.4409,3.0036,1.094e-17,9.190e-18,4.267e-18,46.9548,806.14
FrontDG114,18.3935,3.2697,1.060e-17,8.453e-18,3.603e-18,39.6763,805.85
FrontDG115,18.3607,3.0546,1.476e-17,1.100e-17,4.909e-18,53.2924,804.98
FrontDG116,18.2848,3.2266,1.107e-17,8.109e-18,3.887e-18,51.8936,804.81
FrontDG132,9.8820,-33.2206,1.697e-17,1.303e-17,6.646e-18,80.9128,479.8
FrontDG144,8.6684,43.4135,9.347e-18,7.679e-18,3.320e-18,72.8686,672.0
FrontDG145,8.6560,43.3400,1.435e-17,1.163e-17,4.886e-18,63.9737,671.37
FrontDG146,8.5930,43.5326,1.747e-17,1.512e-17,6.314e-18,50.9502,670.31
FrontDG147,8.6381,43.4061,1.274e-17,1.184e-17,4.997e-18,65.4755,671.44
FrontDG148,8.7738,43.5431,1.391e-17,1.036e-17,4.797e-18,58.7699,671.36
FrontDG215,-23.1944,-8.0500,7.482e-18,6.334e-18,2.599e-18,50.2436,739.9
FrontDG294,-32.8850,-7.4043,1.100e-17,7.723e-18,3.919e-18,90.6863,663.19
FrontDG295,-32.8862,-7.4529,1.217e-17,1.050e-17,4.879e-18,48.8743,660.8
FrontDG296,-32.9163,-7.2642,1.274e-17,1.200e-17,5.178e-18,47.3176,660.48
FrontDG297,-32.9835,-7.5343,1.284e-17,1.033e-17,4.207e-18,44.9476,662.69
FrontDG298,-32.8549,-7.4058,1.319e-17,1.145e-17,5.361e-18,42.7815,662.34
FrontDG299,-32.9441,-7.4912,1.443e-17,1.175e-17,5.399e-18,57.2622,661.07
FrontDG301,-18.4467,29.5787,7.158e-18,5.219e-18,2.603e-18,92.5886,848.35
FrontDG302,-18.3706,29.5391,1.097e-17,7.658e-18,3.861e-18,41.1188,848.96
FrontDG303,-18.5267,29.6344,7.292e-18,5.959e-18,2.849e-18,51.8515,846.86
FrontDG304,-18.4037,29.4548,1.094e-17,9.210e-18,3.940e-18,41.6124,847.03
FrontDG305,-18.3898,29.5292,1.065e-17,9.363e-18,4.792e-18,45.6802,848.58
FrontDG306,-18.5284,29.5543,9.819e-18,8.319e-18,4.364e-18,41.842,845.84
FrontDG307,-18.4067,29.4741,1.125e-17,9.334e-18,4.134e-18,47.4847,848.94
FrontDG338,-2.4891,-5.0602,1.326e-17,1.166e-17,5.570e-18,83.8117,498.83
FrontDG339,-21.1217,-6.0708,8.205e-18,6.366e-18,3.529e-18,39.6537,845.77
FrontDG340,-21.1278,-6.1238,9.201e-18,7.709e-18,3.414e-18,52.1574,846.28
FrontDG341,-21.1219,-6.1161,5.753e-18,4.582e-18,2.535e-18,59.7416,844.93
FrontDG342,-21.1665,-6.0774,8.398e-18,7.397e-18,3.182e-18,42.0297,845.78
FrontDG364,9.3076,-5.2741,1.058e-17,8.371e-18,3.651e-18,44.4153,776.36
FrontDG365,9.2948,-5.3196,9.185e-18,8.296e-18,3.800e-18,45.7544,776.15
FrontDG366,9.3683,-5.3172,7.640e-18,6.087e-18,3.083e-18,50.9704,776.19
FrontDG367,9.3821,-5.2961,1.360e-17,1.314e-17,5.355e-18,47.9845,776.13
FrontDG395,-0.8848,13.9561,7.467e-17,4.937e-17,1.921e-17,175.4903,486.86
FrontDG396,-0.5596,14.5265,2.803e-17,2.337e-17,1.044e-17,90.4022,487.52
FrontDG397,-1.1243,14.5252,1.798e-17,1.655e-17,6.638e-18,80.8412,486.65
FrontDG398,-0.8004,13.8880,1.820e-17,1.653e-17,6.916e-18,170.277,484.85
FrontDG399,-0.8601,14.1492,2.354e-17,2.014e-17,8.931e-18,64.296,484.93
FrontDG400,-1.1139,13.9754,3.191e-17,2.479e-17,1.139e-17,79.4079,492.17
FrontDG401,-0.5456,14.0284,3.143e-17,2.423e-17,1.142e-17,82.0884,493.75
FrontDG402,-0.9209,14.6786,3.972e-17,3.128e-17,1.234e-17,71.3259,484.42
FrontDG403,-1.1109,14.3168,2.700e-17,2.380e-17,8.876e-18,58.0369,488.72
FrontDG404,-1.0316,14.5316,2.870e-17,2.433e-17,1.068e-17,78.4748,494.7
FrontDG405,-0.8777,14.2417,2.592e-17,2.168e-17,9.940e-18,82.9678,492.67
FrontDG406,-1.2377,14.3717,2.656e-17,2.180e-17,9.165e-18,71.0552,493.41
FrontDG407,-1.5156,13.6440,2.643e-17,2.052e-17,9.749e-18,80.4399,491.66
FrontDG408,-0.7209,14.3130,1.981e-17,1.557e-17,7.194e-18,111.1065,489.77
FrontDG409,-1.0237,13.9762,1.895e-17,1.484e-17,6.583e-18,118.722,493.35
FrontDG410,-1.0325,14.0321,1.906e-17,1.561e-17,6.998e-18,86.181,483.62
FrontDG411,-1.4236,13.8712,2.699e-17,1.979e-17,1.065e-17,102.8642,490.66
FrontDG412,-0.9560,13.8145,1.718e-17,1.583e-17,7.187e-18,169.5092,483.47
FrontDG413,-0.4343,13.8776,2.795e-17,2.346e-17,9.230e-18,106.3924,490.56
FrontDG414,-1.0310,13.8432,1.848e-17,1.466e-17,6.736e-18,139.0253,493.61
FrontDG415,-0.9125,14.4520,3.724e-17,3.028e-17,1.253e-17,76.1762,491.18
FrontDG416,-1.0129,14.2022,2.726e-17,2.331e-17,1.022e-17,95.6781,490.99
FrontDG417,-0.6417,14.0509,1.762e-17,1.552e-17,6.916e-18,164.1403,494.0
FrontDG418,-0.9891,14.4462,3.013e-17,2.374e-17,1.075e-17,80.4098,487.59
FrontDG419,-0.3511,14.1178,2.032e-17,1.497e-17,7.050e-18,79.469,486.99
FrontDG420,-1.3654,14.0800,2.588e-17,2.437e-17,9.147e-18,86.0547,492.94
FrontDG421,-1.2015,14.1029,1.856e-17,1.619e-17,8.329e-18,130.7784,484.84
FrontDG422,-0.3604,14.3844,2.751e-17,1.975e-17,9.392e-18,75.2065,484.6
FrontDG440,2.8230,7.9518,2.706e-17,2.035e-17,9.308e-18,91.8426,361.38
FrontDG444,-44.8321,8.0661,6.275e-17,5.344e-17,2.105e-17,116.5279,365.58
FrontDG445,-44.7823,8.0657,6.992e-17,6.082e-17,2.684e-17,133.9812,366.72
FrontDG475,34.8159,37.4980,7.889e-18,6.032e-18,2.529e-18,50.2429,784.31
FrontDG476,-19.3373,-31.3803,3.756e-17,2.987e-17,9.944e-18,167.8115,609.29
FrontDG477,-18.9274,-31.2053,1.475e-17,1.045e-17,4.750e-18,45.1442,612.37
FrontDG478,-19.3528,-31.1193,1.248e-17,1.015e-17,4.542e-18,50.2041,607.07
FrontDG479,-19.3298,-30.9703,1.270e-17,1.100e-17,4.728e-18,51.7811,609.38
FrontDG480,-19.2415,-30.8505,2.013e-17,1.692e-17,6.189e-18,52.6102,611.91
FrontDG481,-19.5189,-31.0629,8.558e-18,7.484e-18,3.203e-18,70.228,609.49
FrontDG482,-19.6339,-31.7204,1.379e-17,1.125e-17,5.769e-18,49.6625,612.33
FrontDG483,-19.2298,-31.4041,9.751e-18,7.430e-18,3.761e-18,121.0679,611.7
FrontDG484,-19.2528,-31.5353,9.200e-18,6.930e-18,3.485e-18,112.4718,608.6
FrontDG485,-19.2743,-31.7741,9.711e-18,7.633e-18,3.742e-18,57.2276,614.53
FrontDG486,-19.6244,-31.2568,8.961e-18,7.094e-18,3.718e-18,60.1619,611.45
FrontDG487,-19.4080,-31.5337,1.344e-17,1.110e-17,4.489e-18,52.5696,613.83
FrontDG488,-19.3113,-31.1783,1.049e-17,9.681e-18,4.117e-18,91.0163,611.02
FrontDG489,-19.5061,-31.8628,8.803e-18,7.068e-18,3.230e-18,64.3819,608.32
FrontDG490,-19.5211,-31.2003,1.450e-17,1.206e-17,5.421e-18,55.4697,611.72
FrontDG491,-19.4093,-31.5619,9.266e-18,8.426e-18,3.364e-18,103.8834,607.65
FrontDG492,-18.8894,-31.2917,1.401e-17,1.031e-17,5.071e-18,42.4484,607.35
FrontDG493,-19.5543,-30.9907,1.287e-17,1.124e-17,4.897e-18,61.5767,610.3
FrontDG494,-19.0672,-31.8132,1.406e-17,1.246e-17,5.189e-18,56.5361,606.85
FrontDG495,-19.4678,-31.7713,1.322e-17,1.031e-17,5.006e-18,47.299,614.02
FrontDG496,-19.1173,-31.0292,1.290e-17,1.024e-17,4.903e-18,54.9951,610.23
FrontDG497,-18.9273,-31.4144,1.346e-17,9.494e-18,4.880e-18,48.5038,608.54
FrontDG498,-19.0495,-31.1299,1.338e-17,9.733e-18,5.116e-18,48.673,610.8
FrontDG499,-19.7479,-31.4988,1.235e-17,1.064e-17,4.971e-18,51.7047,607.23
FrontDG515,7.0352,-40.0707,3.669e-17,2.793e-17,9.780e-18,172.0157,731.02
FrontDG516,7.0995,-39.8497,9.904e-18,9.215e-18,4.089e-18,80.5613,732.52
FrontDG517,7.1981,-39.8915,1.432e-17,1.164e-17,5.383e-18,61.8689,731.12
FrontDG518,7.1339,-39.8059,1.220e-17,1.090e-17,5.110e-18,50.6251,725.46
FrontDG519,7.1497,-40.2073,9.897e-18,9.173e-18,3.912e-18,79.873,725.19
FrontDG520,6.8194,-40.1336,9.326e-18,7.538e-18,3.494e-18,85.6813,729.36
FrontDG521,6.8801,-39.9996,1.240e-17,9.793e-18,5.279e-18,45.0314,729.39
FrontDG522,7.0110,-39.9515,9.225e-18,7.853e-18,3.452e-18,75.2367,727.99
FrontDG523,7.2199,-40.3908,1.375e-17,1.060e-17,5.041e-18,63.7811,727.97
FrontDG524,6.8951,-40.0582,1.376e-17,1.090e-17,4.733e-18,45.7375,732.4
FrontDG525,6.9837,-39.9067,1.365e-17,9.819e-18,4.629e-18,45.6667,725.25
FrontDG526,7.0262,-40.2748,1.065e-17,7.746e-18,4.158e-18,99.1996,727.95
FrontDG527,7.1726,-40.0883,1.318e-17,1.139e-17,4.749e-18,61.1479,732.87
FrontDG528,7.2368,-39.8362,1.428e-17,1.160e-17,5.720e-18,56.6275,728.54
FrontDG529,7.0419,-39.6990,1.215e-17,1.144e-17,4.344e-18,46.3813,729.53
FrontDG530,6.9304,-39.9603,1.320e-17,1.103e-17,5.167e-18,62.5309,727.12
FrontDG531,6.9259,-40.2582,1.228e-17,1.081e-17,5.121e-18,46.2399,728.83
FrontDG532,6.7763,-40.2054,1.480e-17,1.069e-17,4.877e-18,56.1609,730.2
FrontDG597,38.2192,-13.6617,7.577e-18,6.548e-18,2.917e-18,52.7289,800.99
