Name X Y BlueF GreenF RedF Size RadialVelocity
DG0410 1.4672 17.4280 2.431e-16 1.969e-16 8.208e-17 50.5179 1489.71
DG0411 1.6622 17.4364 1.152e-25 3.052e-27 1.484e-32 57.9227 1487.79
DG0412 1.4797 17.4004 1.134e-25 2.894e-27 1.480e-32 66.5215 1490.6
DG0413 -0.2017 -28.0351 1.605e-15 1.197e-15 3.858e-16 233.1195 787.27
DG0414 -0.1432 -28.5206 6.358e-16 5.335e-16 2.525e-16 110.3269 790.0
DG0415 -0.2253 -27.7371 4.957e-26 1.362e-27 6.684e-33 116.6492 787.61
DG0416 0.2045 -27.7947 6.464e-16 5.344e-16 2.427e-16 85.3172 788.2
DG0417 -0.5059 -28.1457 5.585e-26 1.326e-27 6.392e-33 113.9187 791.5
DG0418 0.2012 -28.0703 5.270e-26 1.462e-27 7.264e-33 114.219 786.8
DG0419 -0.6510 -27.9670 8.377e-16 6.745e-16 2.502e-16 99.714 788.39
DG0420 -0.1513 -27.8721 5.984e-16 4.665e-16 1.748e-16 103.1181 788.45
DG0421 -0.3617 -28.0219 5.418e-16 4.424e-16 2.070e-16 89.3307 792.22
DG0422 -0.1495 -27.6667 5.031e-26 1.422e-27 6.386e-33 123.0695 787.06
DG0423 -0.3310 -28.3028 7.920e-16 6.535e-16 2.336e-16 106.3866 786.87
DG0424 -0.2666 -27.7321 5.243e-16 4.777e-16 1.908e-16 92.3649 791.56
DG0467 7.8645 30.2152 8.574e-16 6.901e-16 2.940e-16 169.7613 544.84
DG0483 11.5500 -32.7646 1.072e-15 9.303e-16 3.843e-16 191.5279 505.16
DG0525 13.3739 -29.6917 1.284e-16 1.024e-16 4.917e-17 125.9186 1405.15
DG0526 13.5347 -29.7531 1.413e-16 1.235e-16 5.470e-17 73.9315 1406.66
DG0527 13.1884 -29.6127 2.014e-16 1.883e-16 7.699e-17 64.4207 1404.72
DG0528 13.4192 -29.6776 1.899e-16 1.617e-16 6.445e-17 51.2205 1406.22
DG0529 13.2721 -29.7784 2.619e-16 2.280e-16 9.009e-17 48.1226 1404.88
DG0530 13.2706 -29.7814 2.089e-16 1.836e-16 8.280e-17 60.1005 1404.95
DG0531 13.3261 -29.6212 2.169e-16 1.814e-16 7.621e-17 59.5191 1407.63
DG0532 13.2671 -29.7316 2.180e-16 1.809e-16 8.859e-17 59.0018 1405.25
DG0533 13.5575 -29.7975 9.022e-26 2.680e-27 1.310e-32 64.5108 1405.14
DG0670 0.8705 17.8991 1.603e-15 1.311e-15 5.761e-16 228.088 386.11
DG0671 30.9588 10.2966 2.160e-15 1.780e-15 7.384e-16 634.1661 317.93
DG0672 31.7346 9.5072 3.240e-15 2.593e-15 1.062e-15 238.301 320.15
DG0673 31.4235 11.0358 3.354e-15 2.746e-15 1.231e-15 215.9286 319.96
DG0674 31.3591 10.6354 9.174e-26 2.488e-27 1.116e-32 292.9108 318.43
DG0675 30.4815 10.1938 9.666e-26 2.443e-27 1.043e-32 276.3651 317.94
DG0676 32.1120 10.3421 9.447e-26 2.262e-27 1.244e-32 258.23 318.95
DG0677 30.6948 9.8168 3.751e-15 3.119e-15 1.399e-15 284.8234 317.76
DG0678 31.0873 9.9417 4.585e-15 3.652e-15 1.435e-15 245.1198 319.38
DG0679 30.3546 10.1349 3.387e-15 2.770e-15 1.235e-15 264.2927 320.25
DG0742 31.9201 15.8568 1.479e-16 1.262e-16 5.622e-17 67.6481 1375.23
DG0834 -0.7430 -11.4390 1.437e-15 1.001e-15 4.007e-16 238.3314 857.62
DG0835 -0.3193 -11.6705 3.408e-16 2.870e-16 1.359e-16 117.9748 855.56
DG0836 -0.2570 -11.6195 3.985e-16 3.021e-16 1.382e-16 104.0046 860.92
DG0837 -0.5047 -11.6406 5.913e-16 4.292e-16 2.356e-16 117.827 857.99
DG0838 -0.7334 -12.0331 5.236e-16 4.437e-16 2.056e-16 92.2166 855.8
DG0839 -0.1832 -11.3226 5.283e-16 4.567e-16 1.864e-16 93.7798 860.51
DG0840 -1.1644 -11.4751 3.780e-16 2.964e-16 1.392e-16 171.6608 855.61
DG0841 -0.3689 -11.4380 3.852e-16 2.961e-16 1.438e-16 107.7372 859.05
DG0842 -0.9777 -11.0696 5.785e-26 1.410e-27 6.628e-33 115.4413 859.51
DG0843 -1.0215 -11.2228 4.946e-16 3.875e-16 2.005e-16 93.8171 862.04
DG0844 -0.5977 -11.0758 7.540e-16 5.906e-16 2.330e-16 97.0022 858.06
DG0845 -0.3957 -11.6582 5.530e-26 1.431e-27 7.037e-33 104.8913 858.35
DG0846 -0.7385 -11.8086 4.915e-26 1.461e-27 6.714e-33 124.5099 861.96
DG0847 -0.4591 -11.4607 3.464e-16 2.911e-16 1.284e-16 112.9866 856.47
DG0848 -0.6022 -11.1392 3.871e-16 3.222e-16 1.433e-16 142.2806 857.76
DG0849 -0.9038 -11.0593 5.208e-16 4.300e-16 1.696e-16 90.2564 862.44
DG0850 -0.5984 -11.8385 5.290e-16 4.611e-16 1.899e-16 96.6681 858.02
DG0851 -0.8955 -10.8545 8.168e-16 5.751e-16 2.430e-16 98.3241 857.6
DG0917 31.4426 15.2027 4.402e-16 3.122e-16 1.057e-16 124.1766 1672.26
DG0918 31.2659 15.0425 1.395e-25 3.889e-27 1.823e-32 55.7359 1672.83
DG0919 31.4246 15.1028 2.099e-16 1.627e-16 7.411e-17 40.651 1672.0
DG0920 31.5619 15.1839 1.327e-16 1.172e-16 5.413e-17 43.4775 1677.0
DG0921 31.1591 15.1473 1.334e-16 1.179e-16 5.452e-17 40.5195 1676.63
DG0922 31.6977 15.2514 1.333e-16 1.256e-16 5.354e-17 44.1 1674.68
DG0923 31.3250 15.0894 1.375e-25 3.618e-27 1.639e-32 57.6922 1671.66
DG0924 31.2971 15.0591 1.626e-16 1.381e-16 6.279e-17 56.0117 1672.25
DG0925 31.4479 15.1630 1.488e-25 3.969e-27 1.701e-32 59.6506 1676.43
DG0926 31.6441 15.2120 1.385e-25 3.458e-27 1.775e-32 49.3876 1673.81
DG0927 31.5559 15.3348 1.550e-16 1.373e-16 5.821e-17 48.6536 1676.38
DG0928 31.2674 15.1707 1.446e-16 1.195e-16 5.358e-17 44.2512 1673.15
DG0929 31.5973 15.2701 1.160e-16 9.266e-17 4.601e-17 86.8092 1674.25
DG0930 -16.2323 -14.1595 6.588e-15 5.888e-15 2.512e-15 373.3795 226.51
DG0931 -16.4052 -14.2273 7.035e-15 5.847e-15 2.446e-15 350.9 226.76
DG0932 -16.5703 -13.7391 7.838e-15 6.635e-15 2.713e-15 373.0766 225.36
DG0933 -3.3725 -4.5593 4.506e-16 3.595e-16 1.321e-16 138.3857 1541.75
DG0934 -3.5372 -4.8415 1.730e-16 1.300e-16 6.534e-17 47.0104 1544.22
DG0935 -3.4931 -4.3354 1.608e-16 1.424e-16 5.987e-17 48.9348 1540.49
DG0936 -3.1099 -4.7040 1.102e-25 3.018e-27 1.446e-32 54.0462 1540.12
DG0937 -3.1841 -4.2582 1.259e-16 9.675e-17 4.536e-17 55.8726 1545.74
DG0938 -3.1920 -4.4820 1.723e-16 1.462e-16 6.299e-17 46.5642 1543.99
DG0939 -3.0778 -4.8639 1.025e-25 2.831e-27 1.486e-32 62.6866 1544.49
DG0940 -3.7024 -4.5502 1.818e-16 1.425e-16 6.526e-17 45.8343 1543.52
DG0941 -3.0501 -4.6186 1.711e-16 1.512e-16 7.352e-17 59.8431 1542.1
DG0942 -3.6388 -4.7048 1.098e-25 2.986e-27 1.439e-32 55.4676 1549.05
DG0943 -3.1642 -4.2296 1.229e-25 2.814e-27 1.529e-32 63.9902 1540.19
DG0944 -3.1984 -4.5367 1.898e-16 1.665e-16 6.460e-17 53.2821 1545.93
DG0945 -3.4653 -4.6500 1.701e-16 1.372e-16 5.955e-17 48.4194 1541.56
DG0946 -3.0225 -4.4751 1.737e-16 1.336e-16 6.256e-17 55.327 1541.98
DG0947 -3.5057 -4.3697 1.846e-16 1.537e-16 6.744e-17 61.9468 1544.05
DG0948 -3.4241 -4.4168 1.187e-16 8.846e-17 4.751e-17 92.5328 1545.0
DG0949 -3.2242 -4.6927 1.687e-16 1.293e-16 6.272e-17 53.6835 1548.53
DG0950 -2.9879 -4.6643 1.679e-16 1.401e-16 6.050e-17 48.2335 1540.18
DG0951 -3.2571 -4.5677 1.704e-16 1.424e-16 6.384e-17 43.9981 1540.27
DG0952 -3.3911 -4.4490 9.698e-17 9.191e-17 4.276e-17 105.4011 1546.43
DG0953 -3.2264 -4.7030 1.604e-16 1.409e-16 5.836e-17 48.7491 1542.51
DG0954 -3.3327 -4.6008 1.028e-25 2.907e-27 1.352e-32 62.8661 1544.02
DG0955 -3.2579 -4.5077 1.125e-16 9.685e-17 4.093e-17 79.2414 1543.56
DG0963 16.0799 20.8175 1.661e-15 1.244e-15 5.779e-16 171.0002 459.0
DG0964 16.1377 21.1252 1.430e-15 1.169e-15 5.669e-16 189.7242 458.82
DG0965 15.9446 21.0482 1.364e-15 1.102e-15 4.439e-16 152.9712 459.07
DG0979 21.8170 -32.3995 5.637e-16 4.842e-16 1.925e-16 129.5929 645.91
DG1125 7.5972 33.1649 7.758e-15 5.852e-15 2.559e-15 430.4264 159.01
DG1153 -41.4717 -24.9396 6.781e-16 5.829e-16 2.321e-16 361.3335 589.64
DG1154 -42.1021 -25.4763 1.585e-15 1.013e-15 3.775e-16 127.5457 588.18
DG1155 -40.8820 -24.4013 5.185e-26 1.453e-27 7.204e-33 142.8766 588.15
DG1156 -41.4994 -24.4840 5.226e-26 1.405e-27 6.876e-33 137.4273 589.94
DG1157 -41.2851 -25.5469 9.943e-16 7.923e-16 3.435e-16 129.9988 588.67
DG1158 -41.3851 -24.3944 1.060e-15 7.625e-16 3.427e-16 128.0035 588.37
DG1159 -41.6508 -24.7442 9.148e-16 7.638e-16 3.337e-16 119.3392 591.54
DG1160 -40.6515 -24.7537 5.596e-26 1.470e-27 6.630e-33 171.9336 591.36
DG1161 -41.3778 -24.6620 8.633e-16 7.933e-16 3.695e-16 121.1115 589.39
DG1169 41.6099 22.2729 1.344e-16 9.979e-17 4.726e-17 110.1806 1498.03
DG1170 41.5990 22.3228 1.719e-16 1.488e-16 6.916e-17 49.1072 1500.21
DG1171 41.7559 22.5110 2.666e-16 1.906e-16 7.594e-17 49.3232 1497.13
DG1172 41.7093 22.4406 1.633e-16 1.360e-16 6.246e-17 50.4575 1497.58
DG1173 41.7748 22.3886 1.695e-16 1.480e-16 6.650e-17 49.9713 1497.29
DG1174 41.6372 22.4867 9.909e-26 2.663e-27 1.497e-32 58.2407 1497.03
DG1175 41.6345 22.2849 1.087e-25 2.648e-27 1.333e-32 53.4099 1499.48
DG1176 41.8219 22.4044 1.901e-16 1.479e-16 6.474e-17 51.847 1499.82
DG1177 -38.8894 -27.9915 1.827e-15 1.617e-15 6.909e-16 589.8029 384.22
DG1178 -39.1438 -28.2047 2.177e-15 1.674e-15 7.847e-16 548.6392 386.16
DG1179 -39.4960 -27.3635 2.167e-15 1.637e-15 7.764e-16 265.7691 383.92
DG1180 -38.1090 -27.6808 8.196e-26 2.262e-27 9.487e-33 288.301 384.8
DG1181 -37.7024 -27.5596 4.185e-15 3.684e-15 1.292e-15 236.1013 384.64
DG1182 -39.4335 -27.4736 2.904e-15 2.400e-15 1.001e-15 203.2258 385.15
DG1183 -40.3014 -28.8168 3.381e-15 2.611e-15 1.257e-15 262.5509 384.33
DG1184 -38.7643 -27.4963 8.476e-26 2.439e-27 9.820e-33 240.6363 383.63
DG1185 -39.0522 -28.5049 2.846e-15 2.450e-15 1.127e-15 205.7725 387.0
DG1186 38.1717 33.7588 1.778e-15 1.543e-15 6.602e-16 435.6932 397.48
DG1187 39.8738 34.2800 2.839e-15 2.188e-15 9.735e-16 229.9307 397.01
DG1188 38.7623 34.2450 8.195e-26 2.205e-27 9.908e-33 315.8127 398.41
DG1189 37.9954 34.6544 8.785e-26 2.024e-27 1.062e-32 246.6876 399.06
DG1190 36.9194 34.0206 2.751e-15 2.317e-15 9.478e-16 206.9674 396.53
DG1191 37.1725 32.7096 3.145e-15 2.508e-15 1.154e-15 248.451 399.78
DG1192 39.0594 33.8486 8.985e-26 2.117e-27 1.022e-32 284.8522 399.61
DG1193 37.4765 33.4171 2.117e-15 1.632e-15 6.791e-16 256.1179 399.62
DG1194 38.1067 34.1076 2.715e-15 2.120e-15 9.662e-16 231.2189 396.64
DG1202 38.8267 34.9349 5.378e-16 4.142e-16 1.501e-16 107.7473 1409.04
DG1203 38.9549 35.3547 2.180e-16 1.997e-16 8.920e-17 64.1518 1408.02
DG1204 38.6425 34.7492 8.868e-26 2.377e-27 1.004e-32 69.9037 1410.85
DG1205 38.9156 34.9483 2.102e-16 1.637e-16 7.954e-17 52.3795 1409.6
DG1206 38.6443 35.0277 2.011e-16 1.677e-16 8.559e-17 57.7619 1410.39
DG1207 39.1113 34.7345 3.213e-16 2.310e-16 9.723e-17 67.5262 1409.17
DG1208 38.8780 34.7714 1.473e-16 1.239e-16 5.721e-17 70.515 1410.97
DG1209 38.5696 34.7245 2.196e-16 1.790e-16 8.739e-17 70.331 1407.02
DG1210 38.8448 34.9749 2.082e-16 1.897e-16 9.637e-17 68.0424 1408.44
DG1211 38.6220 34.7222 1.779e-16 1.789e-16 7.914e-17 58.0867 1410.48
DG1212 39.0856 35.0262 1.457e-16 1.263e-16 5.505e-17 61.2832 1408.63
DG1240 -26.5431 11.6174 1.571e-15 1.221e-15 3.959e-16 253.1956 794.39
DG1241 -26.7469 11.6242 6.897e-16 5.219e-16 2.371e-16 110.3847 797.88
DG1242 -26.6271 11.7108 4.992e-16 4.114e-16 1.880e-16 88.5106 797.37
DG1243 -26.3157 11.4974 5.944e-26 1.435e-27 6.582e-33 119.7832 794.19
DG1244 -26.7907 11.4340 5.802e-16 4.330e-16 1.904e-16 92.4436 798.0
DG1245 -26.3211 11.9874 5.628e-16 4.476e-16 2.004e-16 87.918 794.33
DG1246 -26.4542 11.6388 5.946e-16 4.560e-16 1.949e-16 93.7449 796.59
DG1247 -26.5639 11.9939 5.797e-16 5.034e-16 2.056e-16 104.586 796.98
DG1248 -26.3653 11.5919 4.270e-16 2.975e-16 1.518e-16 121.7762 793.48
DG1249 -26.4700 11.9876 6.307e-16 4.978e-16 2.400e-16 104.921 794.68
DG1286 -4.1407 35.5089 3.556e-15 2.667e-15 1.220e-15 294.3557 225.71
DG1287 -36.7179 38.2987 7.616e-16 5.914e-16 2.776e-16 117.8093 678.19
DG1288 -36.8347 38.4703 5.345e-26 1.336e-27 6.691e-33 118.926 677.37
DG1289 -36.7748 38.1827 4.900e-16 3.722e-16 1.865e-16 87.4754 678.77
DG1290 -37.1212 38.5510 6.728e-16 5.675e-16 2.477e-16 107.5914 677.55
DG1299 2.4230 -23.3303 3.929e-16 2.939e-16 1.022e-16 85.4937 1815.22
DG1300 2.4252 -23.4610 1.550e-16 1.248e-16 6.319e-17 49.9127 1814.11
DG1301 2.3270 -23.3977 1.393e-16 1.137e-16 4.645e-17 45.4272 1813.55
DG1302 2.3463 -23.2533 1.560e-16 1.117e-16 6.016e-17 50.1828 1816.11
DG1303 2.2767 -23.2528 1.652e-25 4.163e-27 1.835e-32 50.3327 1814.78
DG1304 2.4268 -23.4506 1.827e-16 1.611e-16 6.054e-17 37.5728 1816.13
DG1305 2.5192 -23.2409 9.761e-17 8.355e-17 3.797e-17 48.4827 1813.59
DG1306 2.3280 -23.2907 1.325e-16 1.038e-16 4.914e-17 43.2782 1817.51
DG1307 2.4454 -23.4431 1.981e-16 1.572e-16 7.199e-17 39.3204 1814.73
DG1308 2.3542 -23.2772 2.077e-16 1.558e-16 7.254e-17 44.1227 1813.59
DG1313 21.9459 13.7619 1.869e-16 1.568e-16 7.188e-17 44.9085 1342.64
DG1314 21.9524 13.7411 2.230e-16 1.742e-16 7.267e-17 51.7005 1343.2
DG1330 -43.7177 31.9052 5.548e-26 1.389e-27 6.531e-33 129.3659 641.87
DG1331 -43.5116 31.5793 8.318e-16 6.381e-16 2.834e-16 102.4227 642.74
DG1332 -43.7730 31.8446 7.513e-16 6.534e-16 2.717e-16 118.2321 642.28
DG1333 -43.5452 31.6043 8.874e-16 7.013e-16 3.509e-16 121.623 642.17
DG1356 34.7207 18.0891 2.409e-16 1.870e-16 8.731e-17 190.2694 1052.83
DG1357 34.5787 18.2350 3.620e-16 2.903e-16 1.280e-16 80.463 1050.34
DG1358 34.6764 18.0145 3.061e-16 2.517e-16 1.203e-16 72.9494 1053.38
DG1359 34.8586 18.2621 6.784e-26 1.877e-27 7.244e-33 69.24 1051.85
DG1360 34.6857 18.0241 3.427e-16 3.023e-16 1.475e-16 80.2676 1052.56
DG1361 34.7247 17.9655 4.983e-16 3.668e-16 1.614e-16 85.4752 1050.25
DG1362 34.6518 18.3271 6.315e-26 1.832e-27 7.418e-33 83.9922 1052.26
DG1363 34.8638 18.0740 3.642e-16 3.049e-16 1.341e-16 71.8814 1052.06
DG1474 -11.7332 32.7770 2.095e-15 1.576e-15 7.393e-16 447.3069 374.42
DG1475 -12.5446 33.5326 8.411e-26 2.180e-27 9.475e-33 276.6436 373.06
DG1476 -11.7558 33.3479 8.721e-26 2.107e-27 1.006e-32 273.1953 372.27
DG1477 -11.6645 33.2040 2.944e-15 2.313e-15 1.002e-15 220.2283 372.54
DG1478 -11.2415 32.3620 2.773e-15 2.225e-15 8.683e-16 232.1041 375.24
DG1479 -11.2958 32.8465 2.714e-15 2.243e-15 9.532e-16 220.5934 374.99
DG1480 -12.1832 32.5638 2.658e-15 1.995e-15 9.916e-16 216.1081 375.02
DG1481 -11.4201 32.8737 3.042e-15 2.354e-15 1.122e-15 188.3379 374.58
DG1572 -39.7176 18.5098 1.103e-16 8.884e-17 4.440e-17 167.728 1501.84
DG1573 -39.5668 18.5704 1.647e-16 1.407e-16 6.333e-17 43.8807 1500.95
DG1574 -39.7425 18.5561 1.090e-25 3.097e-27 1.468e-32 63.2057 1502.02
DG1575 -39.5713 18.3975 1.093e-25 2.881e-27 1.533e-32 56.0506 1500.65
DG1576 -39.8409 18.4515 1.751e-16 1.384e-16 5.706e-17 52.3168 1498.34
DG1577 -39.6146 18.3614 1.347e-16 1.031e-16 4.494e-17 63.4313 1502.25
DG1578 -39.8298 18.4437 2.788e-16 2.022e-16 8.510e-17 44.3981 1498.59
DG1579 -39.5247 18.5310 1.290e-16 9.574e-17 4.332e-17 56.7301 1501.63
DG1580 -39.8825 18.7097 1.803e-16 1.639e-16 7.201e-17 63.7202 1499.47
DG1596 37.3557 29.9773 1.102e-15 9.173e-16 4.061e-16 206.8949 457.8
DG1605 5.2412 -9.2159 6.802e-26 1.645e-27 8.112e-33 213.0283 445.32
DG1606 5.1633 -9.0185 1.627e-15 1.416e-15 6.771e-16 182.8137 445.51
DG1627 6.5847 10.5410 2.815e-16 2.391e-16 1.074e-16 136.3939 959.7
DG1628 6.4923 10.6366 4.166e-16 3.297e-16 1.421e-16 62.8407 959.68
DG1629 6.5762 10.4749 4.696e-16 3.917e-16 1.855e-16 81.0373 959.03
DG1630 6.6507 10.5735 5.011e-26 1.449e-27 7.490e-33 103.2837 958.07
DG1631 6.5706 10.4070 5.980e-26 1.569e-27 7.844e-33 105.937 958.84
DG1633 43.3133 30.9830 1.647e-15 1.107e-15 3.975e-16 288.1177 780.93
DG1634 43.7059 30.8949 5.717e-16 4.415e-16 2.011e-16 85.5531 779.22
DG1635 43.8273 31.1214 5.641e-16 4.296e-16 1.986e-16 109.8718 781.78
DG1636 43.2634 30.9544 6.231e-16 4.798e-16 2.390e-16 89.4394 780.35
DG1637 44.2242 31.4065 6.436e-16 4.995e-16 2.410e-16 93.2177 781.6
DG1638 43.4695 31.3291 3.840e-16 2.990e-16 1.467e-16 122.1658 781.37
DG1639 43.1637 31.1667 6.112e-16 5.326e-16 2.296e-16 113.1539 778.76
DG1640 43.4650 31.4138 4.938e-26 1.463e-27 6.638e-33 118.681 779.26
DG1641 42.8845 31.1165 5.286e-26 1.469e-27 6.153e-33 106.638 782.3
DG1642 43.7461 31.0456 5.551e-26 1.418e-27 6.910e-33 104.6575 779.72
DG1643 43.3344 31.1281 4.928e-16 4.268e-16 1.879e-16 88.2117 782.15
DG1710 -25.4308 38.3173 3.421e-14 2.687e-14 7.688e-15 877.081 146.0
DG1711 -28.9741 44.1204 1.267e-14 9.378e-15 4.021e-15 455.3988 146.63
DG1712 -22.9268 34.0751 2.292e-25 6.069e-27 2.613e-32 547.7968 150.57
DG1713 -26.1679 37.2057 8.496e-15 6.161e-15 2.896e-15 973.0945 142.23
DG1714 -26.8567 44.2252 2.524e-25 6.191e-27 2.871e-32 598.6233 150.44
DG1715 -22.2848 38.5146 1.637e-14 1.314e-14 5.249e-15 449.5196 151.3
DG1716 -24.3314 33.3779 2.094e-25 5.424e-27 2.348e-32 516.3293 145.06
DG1717 -21.0703 31.5121 9.989e-15 7.135e-15 3.525e-15 583.9804 149.71
DG1718 -22.5131 36.8723 2.131e-25 5.618e-27 2.518e-32 529.522 149.44
DG1719 -29.7352 41.6869 1.578e-14 1.197e-14 5.386e-15 479.0149 149.57
DG1720 -25.3371 42.4998 1.394e-14 9.855e-15 4.892e-15 585.5671 151.0
DG1721 -26.0158 39.5273 1.677e-14 1.274e-14 5.843e-15 601.8274 146.92
DG1722 -28.2465 34.1298 1.181e-14 9.629e-15 3.948e-15 515.6265 145.41
DG1723 -22.2863 40.4600 1.801e-14 1.311e-14 5.003e-15 474.0882 149.13
DG1724 -22.2403 33.8862 1.184e-14 9.676e-15 4.351e-15 462.9628 142.38
DG1725 -22.2972 41.1915 7.668e-15 6.685e-15 2.611e-15 643.4948 144.75
DG1726 -31.0981 42.1330 7.979e-15 6.750e-15 2.638e-15 566.9154 150.79
DG1727 -24.7699 40.6931 2.037e-25 4.977e-27 2.541e-32 503.0528 150.99
DG1728 -26.2844 36.0132 1.305e-14 1.023e-14 4.604e-15 496.4389 143.02
DG1729 -23.5645 38.9059 2.354e-25 6.409e-27 3.161e-32 609.558 142.16
DG1730 -22.7853 41.3947 1.729e-14 1.294e-14 5.093e-15 491.7411 149.2
DG1731 -27.3033 35.7150 1.260e-14 9.794e-15 3.631e-15 436.4196 145.47
