Name PL_distance PL_unc MS_distance MS_unc
X020.0-Y115.9-N680 32957.6196073253 85368.38295382053 34933.69981200135 45.26217410512382
X020.2-Y112.7-N747 29402.466454774032 75280.72766985912 32999.385159944875 42.755961278350924
X020.3-Y117.9-N2007 29792.32581141473 89268.43288903275 30583.35953444823 39.62561513430746
X020.9-Y113.1-N681 28677.43680179168 54938.20955857205 32095.958399666633 41.58542796710704
X021.1-Y120.3-N670 31653.02885459879 71995.44954327331 33989.995413077864 44.0394546955647
X021.3-Y036.8-N734 26011.94232170674 49174.07359250609 28084.40110936478 36.387816334687194
X021.3-Y117.2-N698 30458.95612333572 62988.64020532431 36948.82986037558 47.87309615417191
X021.5-Y127.8-N681 25473.568376352327 53637.912384074494 27485.945677215506 35.612421970223345
X021.6-Y040.5-N779 24510.848586131593 49456.181727936026 25430.665637888713 32.949479210784034
X021.7-Y125.8-N620 25262.248195017164 110212.03547854623 25595.40583978899 33.16292639046014
X021.7-Y128.3-N675 23784.81759851006 49877.68785048617 25781.337949100758 33.40383106270191
X022.0-Y115.9-N616 32698.260336147647 81069.13708456793 38562.08366783183 49.96332350202795
X022.1-Y075.6-N589 28567.923133572418 65336.90219046489 33594.76756399381 43.52737404528413
X022.3-Y117.1-N653 33677.6008460387 149411.2827416854 32087.96139981677 41.57506657963674
X022.3-Y120.3-N739 30850.14105970283 83432.99924539887 30611.082784921968 39.66153502245144
X022.4-Y126.1-N530 24838.511273407177 57428.93448871955 26869.26017934327 34.81340765101262
X022.8-Y075.2-N807 25830.673063714923 53013.77123322009 27902.176544241065 36.151715376665365
X022.8-Y116.2-N676 28530.145910673193 11059479.593717368 30521.256608150477 39.54515089840764
X022.8-Y126.7-N894 26713.349977828395 54977.43451817008 29343.383655575064 38.01902881743444
X023.0-Y126.0-N741 25322.740499594092 55883.15898187105 26521.001314201996 34.36218280301464
X023.1-Y123.1-N638 31759.457338573506 81658.69430372867 34082.2171166459 44.15894260625354
X023.5-Y127.1-N738 23425.16181169881 70112.33045158259 26514.98543540986 34.354388273527356
X023.7-Y118.6-N847 32510.21620800039 67336.53113382758 2805.051827510326 3.6343915724337488
X023.8-Y038.7-N711 24709.67656926395 55469.51372269097 27504.38643452457 35.636314909489585
X024.0-Y129.7-N760 25621.403668665578 391663.3728443629 31819.570292989443 41.2273231378925
X024.0-Y150.9-N844 8068.47895736059 36363091.7594651 3176.5144598401353 4.115680597888856
X024.1-Y114.1-N837 29185.937140408045 65119.872117737395 32224.729060849124 41.752270875743676
X024.3-Y129.2-N855 26500.975509529457 56596.063946234324 27942.559792918004 36.204038309603554
X024.5-Y128.7-N727 26762.5157395139 57194.2539225767 28188.597415855962 36.52281925138067
X024.7-Y127.6-N664 23684.35597285899 50879.970241720606 26480.47339989983 34.30967243270935
X024.8-Y077.7-N792 26388.55571092142 56539.56140363957 28469.124370238274 36.88628661724126
X025.0-Y074.8-N858 25356.979755133394 53614.15453087898 26484.967328383555 34.315495033079216
X025.0-Y129.3-N850 25870.322071657854 191541.6175849458 30404.976045930925 39.39449090302934
X025.1-Y039.2-N776 24920.98056595481 2391825.7984665977 26596.546961772292 34.46006422615655
X025.1-Y130.8-N754 25719.437743781637 59522.97788838663 31517.324910099425 40.835716087495335
X025.2-Y038.4-N1206 26049.37807898182 23688907.094677422 25974.208021749455 33.653724971874794
X025.3-Y074.6-N671 27168.877696962987 72186.30298690783 27891.67054705246 36.13810318338331
X025.5-Y066.3-N1248 24824.28366305313 50651.330148333036 24927.36965628966 32.29737907629672
X025.5-Y076.6-N550 26949.269932181 62952.995828562285 27019.1353821562 35.00759485592553
X025.8-Y072.6-N722 27930.788650594655 59474.63486070567 29543.063830542313 38.27774629921701
X026.0-Y067.2-N764 24868.25270078813 55479.71170164858 25861.874451675485 33.50817893369674
X026.3-Y127.2-N1378 24366.1221743835 131995.65806581132 26105.21911266492 33.82347071419896
X026.8-Y074.1-N678 25397.591480808544 71006.82645328189 28268.421123492022 36.626243582962594
X027.0-Y040.2-N750 27223.908798735803 96217.1305280682 27930.250681937137 36.188089895112846
X027.1-Y035.7-N717 25854.667702743103 60468.7671674687 27208.835931222915 35.25338214229666
X027.1-Y036.4-N530 25747.30056791983 16294903.904478418 27930.250681937137 36.188089895112846
X027.2-Y075.6-N613 28309.50584838362 63553.049209872996 30147.577160474175 39.06098963546518
X027.3-Y075.8-N830 26567.177919010715 59796.00755862053 27707.999724190206 35.900128368028454
X027.3-Y130.3-N714 24214.194758284786 45214.53808977098 25417.41152449657 32.93230639510197
X027.5-Y040.7-N638 26421.72567208079 37168666.4157596 27070.18717143269 35.073740583032766
X027.5-Y073.4-N875 26888.842840935096 102767.95352019335 26954.145434375027 34.92339002370379
X027.6-Y074.6-N722 26989.70581683413 59012.81562148626 30116.685980565748 39.02096518999125
X027.8-Y066.3-N582 24519.942762629416 60899.95064300097 24415.171007489407 31.633744117985156
X027.9-Y076.6-N695 26575.034169134666 54327.059793157234 29020.709860118066 37.60095350369059
X028.6-Y074.6-N613 27014.23382343877 57145.60529070933 32475.93393615397 42.07774681626223
X028.7-Y040.1-N695 26431.35487405286 65482.1107657586 28910.94587420906 37.458736771210994
X028.7-Y125.0-N820 25643.388034262163 85043.56624461795 27694.284589221043 35.88235822543863
X030.1-Y127.9-N705 23401.164795718763 49227.654144590306 23958.772427627555 31.04240703962791
X035.8-Y140.9-N614 27659.451904934624 1380797.5329039195 32262.580085462923 41.80131290894792
X036.1-Y141.0-N716 28029.530531714794 208827.09373997131 32520.224354192174 42.1351321096386
X040.4-Y010.0-N1485 28451.709081572168 65526.09948888335 28700.821862366152 37.18648763473581
X042.7-Y015.1-N771 29898.077384735872 59155.069893241656 31952.920487766747 41.40009956195993
X044.6-Y014.8-N620 29915.21755754266 540457.0161260804 31381.85221860389 40.66018963075129
X044.6-Y016.6-N735 31959.851983010994 69230.91875259698 31636.675477820165 40.99035376414548
X044.8-Y013.2-N719 29499.118424743938 88449.56076878605 33901.6603953828 43.925002605691326
X045.3-Y020.2-N779 29808.14841718341 67282.00569370632 31130.655451324248 40.334724195471246
X046.6-Y019.0-N669 30350.050621991766 152481.58341925827 30814.35672029669 39.924908793437
X047.0-Y018.7-N743 29400.59057677677 105149.18070899931 28754.361083592386 37.25585622625734
X049.9-Y017.5-N643 29549.947526922606 686612.6185963555 28873.98653384348 37.41085005702269
X051.4-Y014.1-N1302 29431.71480628084 167910.95633505876 26883.352039035053 34.83166590050428
X051.6-Y018.5-N638 31323.28312558195 71144.1409098854 35660.63974972823 46.204040618044914
X053.2-Y061.3-N876 7301.26881203791 301106.31972437276 7846.242108627842 10.166056796241799
X053.8-Y018.3-N635 27184.059579590823 81005.83809038904 27930.250681937137 36.188089895112846
X054.5-Y016.4-N1147 27797.095477768824 76064.74584928044 28532.6090839901 36.9685411789485
X055.4-Y020.8-N625 30081.49108082582 896997.089108226 37510.61578709532 48.6009793317866
X056.5-Y017.2-N629 28113.894480118368 77667.70934177587 30420.857465685163 39.415067812713154
X058.5-Y013.5-N887 29631.86781102195 92624.24100393442 33479.1644712593 43.37759181956514
X059.4-Y010.5-N649 29866.150706939618 132253.12307746668 32451.099962903616 42.0455704471107
X059.4-Y014.6-N1073 29971.76263895529 83462.44370074694 33892.236723096335 43.912792736767166
X060.2-Y016.7-N563 28299.87062423321 78631.74013518721 28852.653700097173 37.38320997193644
X061.0-Y018.6-N634 28896.175647642594 58492746.130316794 31137.95768891265 40.34418540773511
X061.8-Y015.3-N822 34525.9606165896 73500.27049583336 31968.71921332442 41.42056932813639
X063.0-Y127.8-N765 25982.520385986383 60617.28984918527 28004.35039705853 36.2840978823863
X063.2-Y011.8-N532 25858.79816768063 51003.98399180618 29030.571123055146 37.613730341024066
X063.3-Y018.9-N522 33400.882125331584 69596.40834263653 32037.45217115624 41.50962382625385
X063.5-Y127.9-N694 25118.647930395662 55365.20639631943 25853.508071626282 33.49733895532472
X064.6-Y012.0-N759 29814.516243068854 75511.86660394497 27644.737416493103 35.818161968801135
X064.9-Y016.2-N711 29765.65655912772 71501.54910860003 30231.90621236121 39.17025135836232
X065.3-Y019.7-N838 27570.121658842498 58388.552239191835 28983.328502455264 37.55251999885357
X071.9-Y009.6-N845 31512.815782832608 75615.91492473095 10027.897811784533 12.992739363651692
X075.3-Y014.5-N659 30681.64712155538 338976.95142245403 33826.49032418497 43.82760780158065
X076.1-Y113.8-N1621 15646.649645468546 34485.12270277925 15861.932170533611 20.551660414157144
X076.7-Y113.3-N636 15264.891568314097 223089.48311150647 320.1360985011775 0.414787323005431
X078.1-Y114.1-N950 15280.65202028713 100313.70777027498 18227.227762518498 23.61627771695203
X078.9-Y017.2-N670 30012.25588725662 72367.14999652356 34601.53911254572 44.831806995697995
X079.5-Y127.2-N721 24181.65094318852 53691.82898813999 26487.964552105044 34.31937841395911
X080.5-Y127.9-N699 21782.065901321625 195600.3503760713 23391.683828221092 30.307653404670862
X080.9-Y129.4-N719 20936.022250403432 43023.43533873665 26422.25972431461 34.234247340783284
X081.0-Y125.2-N730 21617.35959589812 59475.87676479402 22216.8058830441 28.785411832977896
X081.9-Y019.0-N659 28965.598117300968 41296173.75044395 19659.58102671199 25.47211958806399
X084.5-Y125.9-N3000 23422.645146034738 270100.0427784521 21720.94708142612 28.14294775012456
X085.2-Y123.8-N758 21686.974162332554 59824.06018432677 26271.80517171549 34.03930949591436
X085.2-Y125.1-N656 23063.615162248887 104006.18768219814 20083.50489157608 26.02138049893389
X085.6-Y123.0-N666 22534.58652858221 47790.05827749545 23794.105373746184 30.82905463486499
X086.3-Y128.7-N666 22865.768030707695 55767.84327543783 27140.858244316005 35.165306218
X087.0-Y125.3-N1368 22378.69672491942 50599.608919079634 23859.563834080756 30.91386649974793
X088.4-Y123.1-N577 22217.351622047965 1892072.7159709202 21888.1623829476 28.359601815718438
X088.4-Y126.2-N1886 23381.94640494291 1179609.9620906506 23611.52547371719 30.592493283857742
X089.1-Y130.4-N894 21905.55216047522 47236.35432757175 24581.18185328045 31.8488376192739
X091.6-Y145.7-N975 17645.10387563014 34630.72784066455 17628.07908137534 22.839985137961005
X095.3-Y141.7-N741 18170.36467095488 42087.45034654252 18688.621202322982 24.21408643219776
X097.5-Y149.2-N711 23226.006922515895 56115.27088903964 31952.920487766747 41.40009956195993
X098.9-Y141.0-N660 16418.688122380285 36874.09550986898 17650.211016119338 22.868660585710792
X099.3-Y149.2-N879 16885.32346264038 38971.084644206894 18251.697135547496 23.647981688424906
X101.1-Y141.0-N735 17736.912618056653 36805.720055684484 18183.429795106757 23.55953047182457
X101.9-Y141.9-N999 17577.66715825532 40682.63583337834 16617.598720421065 21.530746830153475
X102.2-Y144.8-N1250 16716.629800281848 47082.03350014649 18800.164340027884 24.358608339301814
X102.9-Y023.7-N739 17743.418559073114 36698.81646262938 18957.536046373192 24.562508458961478
X103.9-Y144.5-N678 17826.873662083333 57262171.36102563 19616.822838081607 25.416719542016104
X104.2-Y145.2-N704 16545.57716016428 36464.635686947506 17816.62004965667 23.084270002668248
X104.5-Y148.0-N611 16437.16214043524 36104.71359957349 16173.434987618208 20.95526194554363
X104.7-Y023.1-N698 19347.14567208991 8283186.30317273 20103.13366794233 26.046812706176212
X105.1-Y021.4-N579 18205.953362811942 38122.39455946959 19407.139370049536 25.145041200239852
X106.6-Y023.2-N648 19743.65232577749 38589.52419396447 22853.41365901864 29.610238637693733
X107.8-Y144.0-N834 16433.52010382813 34421.458770781224 17284.9206283027 22.395368686448393
X107.9-Y147.1-N634 16500.129749986805 36268.603896882254 17807.50435704179 23.07245917047916
X110.3-Y022.8-N829 18240.4075820303 69028.1444307814 19960.510473589835 25.862021633688844
X111.1-Y079.1-N757 16314.185597899219 40476.75564908574 17222.781707119175 22.31485781343897
X112.0-Y037.4-N673 21991.596074478228 63886.95329029171 27489.295783349717 35.6167625664938
X117.1-Y080.0-N584 22557.583468619243 63397.025705986656 23590.3206867961 30.565019103835315
X117.4-Y079.0-N684 21607.074210155894 51388.52991671295 24172.34300186406 31.319121746825996
X124.2-Y065.6-N651 28669.48493215612 504799.06591740996 28938.27007137251 37.4941396222102
X127.9-Y062.0-N600 28425.46738173908 71208.3117883774 28765.872805312207 37.270771495912044
X130.2-Y062.8-N593 29794.977480371283 140248.6565047858 4065.3964918618394 5.267368896259725
X130.3-Y068.7-N684 23573.317288730203 75589.6679948966 26190.28784923008 33.93369081645084
X130.4-Y057.8-N607 25448.61426633328 716660.4445604639 26886.486575516086 34.835727191942254
X130.7-Y068.2-N781 23726.98239959295 54812.62379308604 26152.69757404243 33.88498662567349
X131.0-Y060.8-N563 24447.723077574177 68752.83630758977 28864.28392711975 37.39827878409236
X131.7-Y065.2-N748 24483.115687109155 47799.87463495474 29248.076466809678 37.89554316906098
X131.7-Y067.1-N903 23471.561607720858 48004.16677469884 25517.32573682275 33.061761176537125
X131.9-Y059.1-N612 26292.117475063384 60100.8547575948 28969.59279202496 37.53472319747554
X132.5-Y169.8-N805 15187.992641993094 65404.313294885025 14962.872051452865 19.386784782323094
X132.9-Y060.9-N772 28159.499113356982 80315.34895262714 31494.62426098665 40.80630377966733
X133.0-Y059.2-N714 29607.68134908607 595459.3325386493 30269.86216731207 39.21942934553682
X133.0-Y093.1-N584 21981.04690179038 49722.604136954906 22551.45603432773 29.219004423892127
X133.2-Y057.1-N584 26272.081247347163 59867.69257603339 28255.676528256645 36.60973092923432
X133.3-Y062.7-N615 28960.624331373587 86541.98079236406 31945.029903503404 41.38987605283719
X133.5-Y060.6-N548 24494.322366409076 53868.61014187079 28487.75234080462 36.910422121111054
X133.7-Y059.7-N858 25979.702403557014 207967.77833683326 28433.83166994891 36.84055930081803
X134.5-Y061.1-N1189 27308.53403314792 76916.62225656667 27205.58730892833 35.249173034509894
X134.5-Y066.4-N633 24892.39737319076 55217.29227407547 26504.467491038515 34.34076060076649
X135.1-Y094.1-N794 21819.081059093118 47400.34136604895 25224.936919903445 32.682924877805135
X135.3-Y063.2-N791 28864.821131943172 196829.84669046628 26225.130819647122 33.97883543616886
X135.5-Y055.7-N613 25833.038904282446 2477955.0870607244 24426.91754221161 31.64896362529728
X135.6-Y093.2-N787 21241.862987525634 49613.86667107924 22597.848710463153 29.279113527586972
X135.7-Y094.5-N739 21997.41385073956 48336.20040802916 24081.724714742155 31.201711317616006
X135.8-Y059.8-N821 26069.783515878826 175069.08758511633 31721.289665549302 41.09998492595686
X136.4-Y066.1-N766 26600.4669212598 1885376.5378836268 28765.872805312207 37.270771495912044
X137.3-Y061.7-N586 28943.108165327732 64055.22250031782 36675.25026600484 47.51863020013163
X137.4-Y056.9-N594 26141.04468794467 53192.30195005326 30604.1449048527 39.65254589340683
X138.1-Y061.9-N692 27642.383743761748 77836.53353976241 29014.797923779835 37.59329364821351
X138.1-Y062.5-N651 27759.888300531682 80060.14437711347 25825.678668435026 33.46128152942185
X139.9-Y062.3-N651 24828.868833256365 49843.08653622379 27152.1524818059 35.17993970218299
X140.0-Y061.9-N500 25714.030834771213 61586.941118859766 30583.35953444823 39.62561513430746
X142.2-Y061.4-N628 27273.14228422406 59258.69712796365 28657.066234043235 37.12979524664382
X144.1-Y067.9-N1348 11545.92166327356 25463.738459976634 12532.649009399112 16.238043623050537
X145.0-Y110.3-N679 21440.62395341707 101308.98825869276 22432.15960101074 29.064436886987295
X148.2-Y151.3-N786 14673.938139534073 33948.15815303303 15257.762727427345 19.768862638083146
X148.3-Y160.3-N714 17211.246757787732 40192.19449608709 17853.22331381736 23.131695363399373
X148.5-Y159.2-N801 13974.137860754414 67155.54278351994 14337.08207850699 18.57597416503525
X153.7-Y151.1-N849 16737.380534446118 36586.26897471119 16639.84947627533 21.55957622958343
X155.6-Y162.1-N539 17767.0445862684 265115.4030224803 17276.596562985695 22.384583533553954
X155.8-Y159.5-N658 18526.66746142528 54078.214778599686 17862.409433959023 23.143597445670647
X156.4-Y102.2-N1406 21269.32110600537 48801.95029247472 21264.62423520102 27.551708796760387
X157.0-Y100.3-N804 22526.894339222505 36865667.270116396 24240.982069518894 31.408054595259607
X157.1-Y151.9-N895 16122.43234599005 34384.86346986455 4059.4485786665277 5.2596624270321
X157.3-Y101.7-N673 21723.6019173987 48030.92443518144 25102.850001640567 32.52474182304396
X158.2-Y101.2-N614 21220.187481471945 42923.027677801016 26768.13936717028 34.68238952722794
X158.3-Y034.6-N854 22500.84680157298 47737.09156312235 24677.579014753926 31.97373550095642
X158.8-Y101.0-N730 21862.236432815673 44464.48688264174 22523.757203771005 29.183116175641477
X158.9-Y034.9-N619 22302.845855866603 63864.3492220639 21762.391398983626 28.196645466858
X159.7-Y157.9-N581 16465.032601290237 37666.27108303674 18789.455045886254 24.34473274242574
X159.9-Y035.2-N783 22539.247646678345 47108.13010252942 23028.687400780527 29.837333696573165
X160.6-Y164.7-N744 18003.239830964743 36951.15100078731 20096.58434909515 26.038327020104415
X161.2-Y024.3-N521 28275.897728344804 67828.79311867607 31837.774453855054 41.250909528769256
X161.6-Y023.7-N629 28967.69242693236 68233.19124640651 30218.54404321685 39.15293853923669
X162.3-Y037.4-N662 21709.015806008225 47584.83490307986 23739.966269753735 30.758908799640285
X162.8-Y024.4-N762 27249.985325294303 74427.8603182706 26349.6607856074 34.14018384847366
X163.0-Y025.1-N837 27053.828340249074 56399.25435898986 29660.215655035325 38.4295351536891
X163.0-Y034.8-N715 21507.135268025853 268915.51207684365 20195.50168676753 26.166490191593176
X163.4-Y037.0-N802 20110.95748648602 46243.24240301717 17969.07932072067 23.28180527972093
X163.5-Y153.5-N777 15454.195656904152 36250.55595914292 85.56805497301157 0.11086704880582679
X164.0-Y037.6-N1942 20868.60568863168 179379.7378357249 20390.957450952777 26.419734276130807
X164.5-Y159.3-N831 17609.07256809732 36194.78596545593 18610.152187303906 24.112417320744786
X164.6-Y038.8-N614 19307.726611716247 40447.30139670677 24485.9055960911 31.725392047685528
X165.2-Y037.7-N663 22068.99485041965 53344.53844824628 25128.40518488625 32.55785263465507
X165.7-Y160.6-N1414 16034.732754096227 42365.877702603066 15243.459018716936 19.750329904433865
X166.5-Y151.6-N759 15686.240871978902 86264.69182842025 16403.450135930525 21.253283218576705
X166.9-Y150.1-N671 15706.211724174686 37274.78798726429 16518.56347898658 21.402430895555252
X167.6-Y039.2-N719 21613.47776413434 49112.185008832894 22940.548363112393 29.723135530050232
X167.6-Y157.8-N985 15849.151495569253 46353.8680583063 16879.010938606647 21.869448009713548
X167.8-Y038.3-N610 19301.109027432387 265589.85017241794 20487.36913485157 26.5446509739292
X169.4-Y035.5-N772 20511.557595722217 46218.70634271141 22853.41365901864 29.610238637693733
X169.6-Y036.5-N669 20406.034445973914 45653.833448670506 22776.788418461652 29.51095842982563
X170.1-Y035.8-N594 20959.747796678996 49297.306934924054 21704.435526716647 28.121554400206616
X170.4-Y165.4-N746 16104.085915934907 47867.72555888239 16311.671988594431 21.13437000565831
X171.2-Y142.9-N610 26188.613971155577 78291.85407076623 26229.49597585989 33.98449119154437
X171.5-Y156.8-N555 16285.554295939044 33283.99600840487 18620.55764083542 24.125899243699436
X171.6-Y160.3-N1012 15056.099238836217 37371.0528313228 15641.310408453204 20.26580976963904
X171.9-Y035.7-N961 20570.77962291769 43223.75990194118 21795.718204723835 28.239825653666124
X172.6-Y166.5-N847 12874.560981157478 29085278.573671415 14774.652331863768 19.142916146481305
X175.0-Y168.0-N675 16815.51696571079 34360.30028088306 19430.76340724353 25.175649904450832
X177.5-Y101.3-N831 2228.2402202414974 5324.181185175779 2117.2168909333477 2.743191819115939
X178.2-Y065.5-N998 1391.7875321780848 2770.306717901827 1493.32399056065 1.9348391616078906
X180.6-Y167.4-N552 14013.563786991263 33825.74735963859 16112.36453042456 20.876135437871834
X183.4-Y166.8-N667 14017.375121139237 37841.386539664985 13192.5722889255 17.093079377485168
X185.3-Y160.0-N766 14151.64632228188 30778.114697494464 14930.554795469678 19.34491262807711
X185.7-Y162.7-N813 17131.951248221463 36790.34082217334 19330.95220841113 25.04632859341005
X191.2-Y073.9-N1050 2109.7288109448527 36949469.59901863 2550.795052169678 3.3049614091585107
X191.9-Y150.8-N686 19418.30332093426 54565.97985389295 20850.509768354415 27.015157523956976
X194.1-Y113.3-N882 3017.410340671928 9029.227739606082 3121.616932279622 4.0445521040918395
X196.5-Y085.1-N854 1900.2241713479737 4533.397457650666 2182.081403134957 2.8272341295586636
X198.6-Y063.4-N731 17041.47151364538 49360.843894039215 18164.065114644953 23.534440442904952
X200.1-Y127.6-N719 2689.450372312615 5341.786708177336 2758.3598961814982 3.5738947359554136
X200.3-Y052.0-N939 16640.63240199285 148269.86392013598 17036.321057579924 22.07326833312
X200.4-Y158.9-N891 15531.268310785874 10999625.427733457 15341.525802461338 19.877391047789875
X200.5-Y055.5-N932 17429.367459119454 147451.5601769014 17080.358149405933 22.130325402025925
X201.9-Y049.0-N701 18330.501301727272 41808.163848996934 19051.646162716177 24.68444310928175
X202.0-Y048.5-N694 17470.468901777414 426218.8147704162 17536.025819909133 22.720715470853012
X202.9-Y050.5-N724 14912.64864620497 36285.7158606193 15367.803056891624 19.91143741766851
X202.9-Y106.4-N1164 1364.7621221504426 385623.6659263169 1499.8120326566618 1.9432454538853032
X204.1-Y168.1-N968 15334.35433192428 340283.78923371516 15741.016982478122 20.394995522571822
X204.3-Y048.7-N605 17099.128555578227 37821.72002019139 16595.436987439207 21.50203277403877
X205.6-Y051.2-N2326 17930.244158248086 88640.73877964045 19034.936632096586 24.66279325002868
X206.3-Y053.2-N968 15122.954749222685 98605.98341972209 15920.188799819369 20.627141159446076
X206.4-Y052.4-N660 17460.98144558954 40639.8724733926 19278.72981977799 24.978666168324267
X207.1-Y056.3-N693 15401.045511285332 31117.89441806659 15672.26494181614 20.305916299607407
X207.9-Y147.5-N631 2729.7743982318116 6296.34652043851 2721.2085717550535 3.525759275827369
X208.2-Y048.2-N687 17582.96136455484 380245.54430847336 17913.187803302026 23.209388913689953
X208.7-Y050.2-N869 17193.85631211144 39352.042253554464 17844.051351581587 23.119811624950955
X209.1-Y048.1-N614 17438.6461150574 38180.375269304095 20691.508759966648 26.809146383904036
X209.5-Y054.8-N740 18078.71521826257 104223.87387737707 17210.434150239424 22.29885958616067
X209.9-Y044.3-N626 16259.947124622091 32730.74670904408 16875.1338256719 21.864424592164816
X211.6-Y126.0-N691 3665.4017395238097 8307.55362069852 3742.5769227898904 4.849104709571553
X212.8-Y154.4-N622 25580.366705475943 62985.17478965338 28528.862926410056 36.96368743492695
X213.5-Y154.5-N832 24874.10634416392 50790.77029953515 620.1459637365057 0.8034979040951301
X213.8-Y144.6-N944 2405.7465356468188 14112.669144345959 2637.330072377989 3.4170813154935775
X229.0-Y111.8-N1966 1963.3444767478509 5422.6989915406575 2087.24769489176 2.7043619506415184
X234.5-Y073.1-N715 2525.9508732197987 19471.382993609044 2597.5621468708387 3.3655556317615094
X239.3-Y137.4-N603 28113.88900423638 84564.24077574248 31351.98369766898 40.62149020291816
X248.2-Y010.1-N731 21841.277511733337 51661.52653443229 21947.606580354604 28.436621244724083
X248.2-Y103.4-N874 2034.2137667756995 26356.777461087426 2067.0107435060645 2.6781417557607683
X251.0-Y010.7-N896 20951.411069547827 47067.763531134886 19903.03328043924 25.787550772100847
X254.4-Y075.0-N653 14497.593953860496 32839.4932385155 13362.465037242504 17.313202502001186
X254.8-Y073.3-N730 14683.644550263783 159094.73903921945 15604.405967550934 20.217994186452596
X255.0-Y074.3-N713 14544.371505592191 32323.44838576713 15039.102606239563 19.485553611890364
X256.7-Y075.3-N808 15028.09854071328 3139276.617707434 15254.898764431246 19.765151917705463
X256.9-Y110.8-N726 6769.127925626481 14107.8025121757 7961.722064664379 10.31567947874914
X257.2-Y105.5-N674 29658.236811415783 62555.315388847404 31850.79657164512 41.26778175718489
X257.5-Y010.4-N1163 21479.662899510975 50139.24300082259 20850.509768354415 27.015157523956976
X257.7-Y106.4-N580 28316.505484325964 89386.75183164225 30033.31479510333 38.912944535664394
X258.0-Y105.1-N666 29546.827016984596 80075.67874493921 29609.837333056188 38.36426201076936
X258.2-Y104.3-N729 28891.344509968898 81640.89694491998 29495.34844754395 38.215923418033874
X258.2-Y106.5-N530 29485.955188430027 123612.43915272965 31765.144598401355 41.15680597888858
X258.5-Y076.8-N589 14542.724537527116 493150.7612514767 16193.946644545142 20.981838065221986
X259.4-Y104.3-N656 29192.393796635202 62755.9442013301 30251.982743326003 39.196263703027945
X260.6-Y108.1-N817 7034.42959714927 152484.41046234523 7119.724874205382 9.224737962801052
X260.7-Y109.7-N858 7420.705195924296 16798.272745783484 7514.070579867502 9.73567565572629
X261.9-Y110.2-N597 6732.314517989634 16199.497401381692 6252.084637654114 8.100571794924873
X262.7-Y110.4-N1027 7503.213583890845 15383.761814369853 7834.580607842854 10.15094746394383
X271.3-Y072.4-N871 1999.265140980638 4631.237351156442 2369.692005796648 3.0703135573701843
X280.8-Y050.6-N987 14589.938476403491 32343.722077262177 14382.456483524822 18.63476393625576
X282.7-Y050.2-N724 14357.755293012382 30864.66944401687 16879.010938606647 21.869448009713548
