Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG565,37.8400,13.2238,1.935e-17,1.584e-17,6.658e-18,60.0337,548.46
BackDG566,38.3370,13.4087,1.915e-17,1.642e-17,7.602e-18,71.5912,544.3
BackDG567,38.0917,13.6746,1.926e-17,1.663e-17,7.287e-18,54.0616,544.66
BackDG568,38.5936,13.4740,2.036e-17,1.666e-17,8.180e-18,72.4823,546.61
BackDG569,38.2538,12.9599,1.285e-17,1.072e-17,4.838e-18,101.5589,544.37
BackDG570,38.2000,13.5121,1.552e-17,1.196e-17,5.284e-18,144.3869,545.39
BackDG571,37.9107,13.2200,1.398e-17,1.186e-17,4.609e-18,93.903,543.71
BackDG572,38.2998,12.9784,1.789e-17,1.537e-17,7.274e-18,58.0395,542.43
BackDG573,38.8291,13.8160,1.934e-17,1.719e-17,7.450e-18,57.9024,542.92
BackDG574,38.1607,13.2224,1.906e-17,1.702e-17,7.775e-18,67.2133,541.17
BackDG575,37.5950,12.7741,1.867e-17,1.668e-17,6.920e-18,55.2537,544.32
BackDG576,38.1330,13.0191,2.130e-17,1.511e-17,7.738e-18,64.7392,546.77
BackDG577,38.6250,13.3558,1.942e-17,1.830e-17,8.349e-18,76.2687,540.32
BackDG578,37.8184,13.4543,1.939e-17,1.660e-17,7.107e-18,57.9149,541.15
BackDG579,38.0682,12.9848,1.323e-17,1.053e-17,5.638e-18,101.813,546.96
BackDG580,38.4724,13.6130,1.965e-17,1.617e-17,7.433e-18,73.527,543.79
BackDG581,38.4369,13.8212,1.302e-17,1.119e-17,4.959e-18,59.9526,548.03
BackDG582,38.1861,13.7466,2.044e-17,1.716e-17,8.735e-18,68.3964,545.14
