Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
LeftS45663,3.8674,11.0861,1.112e-17,1.322e-17,1.420e-17,0.0,-7.36,0
LeftS45664,3.8413,11.3764,1.490e-18,1.960e-18,2.442e-18,0.0,-6.34,0
LeftS45665,3.5013,11.1677,4.993e-17,5.060e-17,3.870e-17,-0.0,-4.91,0
LeftS45667,3.7664,11.6805,1.385e-17,1.482e-17,1.226e-17,0.0,-3.42,0
LeftS45668,3.8664,11.2632,7.199e-18,7.955e-18,6.913e-18,0.001,-6.51,0
LeftS45669,3.4710,11.1426,6.793e-19,9.968e-19,1.589e-18,0.001,-4.04,0
LeftS45671,3.6658,11.2864,2.014e-17,2.217e-17,1.964e-17,0.001,-5.37,0
LeftS45672,3.6064,11.1366,2.752e-19,4.124e-19,6.877e-19,0.001,-2.17,0
LeftS45673,3.2034,11.4558,1.294e-15,1.031e-15,4.670e-16,0.001,-7.99,0
LeftS45674,3.5573,11.4396,2.848e-20,5.630e-20,1.672e-19,0.002,-3.5,0
LeftS45676,3.4579,10.6518,4.211e-16,9.744e-16,4.107e-15,0.0,-2.3,1
LeftS45677,3.7275,11.0124,1.085e-20,2.151e-20,6.221e-20,0.001,-7.06,0
LeftS45678,3.5447,11.2014,3.321e-18,4.228e-18,5.126e-18,0.001,-7.27,0
LeftS45679,3.9849,11.2746,3.890e-18,4.846e-18,5.402e-18,0.001,-2.13,0
LeftS45680,3.3761,11.0504,4.307e-15,3.222e-15,1.332e-15,0.001,-2.48,1
LeftS45681,3.4016,11.1217,1.261e-11,9.724e-12,4.081e-12,0.0,-2.09,1
LeftS45682,3.1289,11.3079,1.453e-16,1.320e-16,7.979e-17,-0.001,-1.7,0
LeftS45683,3.3069,11.5362,4.502e-17,4.681e-17,3.685e-17,-0.0,-2.96,0
LeftS45684,3.3514,10.7974,1.897e-20,3.981e-20,1.299e-19,0.0,-3.12,0
LeftS45685,3.9181,11.8273,8.218e-19,1.217e-18,2.031e-18,0.0,-7.86,0
LeftS45686,3.7758,11.0123,4.739e-17,4.902e-17,3.750e-17,0.001,-5.36,0
LeftS45687,3.7098,11.0915,6.341e-16,1.022e-15,2.002e-15,-0.0,-6.98,0
LeftS45688,3.6097,11.1109,3.966e-19,6.091e-19,1.043e-18,0.001,-5.55,0
LeftS45691,3.2234,11.4705,2.190e-16,3.222e-16,5.118e-16,0.001,-3.82,0
LeftS45694,3.5461,11.1412,2.480e-17,2.549e-17,1.948e-17,0.0,-7.81,0
LeftS45695,3.6381,11.2988,3.137e-17,3.225e-17,2.539e-17,0.001,-4.22,0
LeftS45696,3.6235,11.2302,2.521e-16,2.365e-16,1.489e-16,0.0,-3.96,0
LeftS45697,3.3150,10.8409,9.455e-18,1.090e-17,1.023e-17,0.0,-3.62,0
LeftS45698,3.8425,11.4288,6.606e-20,1.178e-19,2.795e-19,-0.0,-6.12,0
LeftS45699,3.7335,11.1013,1.578e-16,1.505e-16,9.469e-17,0.0,-7.11,0
LeftS45700,3.8999,11.1581,3.971e-19,6.265e-19,1.198e-18,0.001,-6.53,0
LeftS45701,3.7992,11.5084,5.968e-16,1.036e-15,2.257e-15,0.002,-6.87,0
LeftS45702,4.0913,11.3355,3.811e-20,6.906e-20,1.682e-19,0.0,-7.51,0
LeftS45703,3.9537,11.1078,2.658e-16,4.973e-16,1.349e-15,-0.0,-2.65,0
LeftS45704,3.6522,11.1738,1.043e-17,1.197e-17,1.196e-17,0.001,-8.51,0
LeftS45705,3.6171,10.8234,3.386e-20,6.796e-20,2.126e-19,0.0,-4.51,0
LeftS45706,3.4532,11.4377,4.070e-16,3.521e-16,1.847e-16,0.001,-5.06,0
LeftS45711,3.7561,11.1007,3.955e-19,5.982e-19,1.054e-18,0.001,-4.46,0
LeftS45713,3.1602,11.7888,1.508e-20,3.308e-20,1.250e-19,0.0,-7.73,0
LeftS45717,3.6124,11.4971,1.904e-15,5.140e-15,2.908e-14,0.0,-3.73,1
LeftS45718,3.6360,11.0958,1.351e-16,1.317e-16,8.713e-17,0.001,-6.32,0
LeftS45719,3.6174,11.2727,8.463e-16,1.282e-15,2.097e-15,0.001,-3.51,0
LeftS45720,3.8303,11.1941,2.176e-20,4.052e-20,1.090e-19,0.0,-3.81,0
LeftS45721,3.4361,10.9110,4.743e-17,5.002e-17,3.898e-17,0.001,-5.96,0
LeftS45724,3.5309,11.3223,4.148e-18,4.983e-18,5.122e-18,0.001,-3.28,0
LeftS45725,3.9655,11.4696,3.696e-20,6.933e-20,1.846e-19,0.0,-4.59,0
LeftS45726,3.7893,11.0607,1.752e-16,1.570e-16,9.146e-17,0.001,-5.67,0
LeftS45727,3.2039,10.7769,1.178e-20,2.418e-20,7.652e-20,0.002,-6.39,0
LeftS45728,3.7885,10.9907,5.585e-16,8.748e-16,1.583e-15,0.001,-4.62,0
LeftS45729,3.4675,11.0997,4.457e-16,3.898e-16,2.141e-16,0.001,-7.78,0
LeftS45730,4.0264,11.4460,7.963e-17,1.608e-16,4.948e-16,0.001,-2.15,0
LeftS45732,3.9972,11.4009,4.432e-16,3.951e-16,2.298e-16,0.001,-8.58,0
LeftS45734,4.0436,11.5159,1.612e-16,1.537e-16,1.006e-16,-0.0,-2.72,0
LeftS45736,3.2433,11.5359,1.012e-16,1.590e-16,2.935e-16,0.001,-2.57,0
LeftS45737,4.0210,11.5764,4.837e-16,4.158e-16,2.217e-16,0.001,-4.01,0
LeftS45738,3.3259,11.0728,8.572e-17,8.385e-17,5.626e-17,0.001,-2.51,0
LeftS45739,3.7280,11.5766,1.437e-18,1.847e-18,2.302e-18,0.0,-7.72,0
LeftS45740,3.8281,10.8129,3.755e-16,3.253e-16,1.791e-16,0.001,-1.93,0
LeftS45741,3.4387,11.2170,6.680e-12,4.586e-12,1.633e-12,-0.001,-4.07,0
LeftS45743,3.3495,10.7156,6.516e-19,9.881e-19,1.656e-18,0.001,-7.05,0
LeftS45744,3.8775,11.0142,1.055e-18,1.427e-18,1.941e-18,0.0,-4.75,0
LeftS45745,3.4779,11.1433,1.481e-18,1.994e-18,2.711e-18,0.001,-4.37,0
LeftS45746,3.6360,11.2264,1.355e-17,1.500e-17,1.350e-17,-0.0,-6.99,0
LeftS45747,3.5605,11.0444,1.780e-18,2.376e-18,3.132e-18,-0.0,-5.99,0
LeftS45748,3.7828,11.2083,1.251e-11,1.137e-11,6.915e-12,-0.0,-3.78,1
LeftS45749,3.5077,10.9183,2.653e-18,3.506e-18,4.342e-18,0.0,-5.02,0
LeftS45750,3.5206,11.3314,2.098e-15,1.624e-15,7.027e-16,0.001,-5.99,1
LeftS45751,3.7285,10.8988,1.553e-11,1.240e-11,5.599e-12,-0.001,-7.7,1
LeftS45753,3.6037,10.9184,2.609e-16,2.307e-16,1.288e-16,-0.001,-8.11,0
LeftS45756,4.0978,11.3064,2.455e-16,4.817e-16,1.420e-15,-0.0,-7.08,0
LeftS45757,3.5826,11.0778,3.216e-15,2.398e-15,9.644e-16,0.0,-6.72,0
LeftS45758,3.5935,11.2423,1.598e-17,1.741e-17,1.508e-17,0.001,-3.02,0
LeftS45759,3.6762,11.6611,3.536e-12,4.255e-12,4.414e-12,0.0,-6.49,0
LeftS45760,3.4555,11.4950,2.001e-18,2.619e-18,3.275e-18,-0.001,-5.83,0
LeftS45762,3.4777,11.3030,5.179e-18,6.283e-18,6.992e-18,0.0,-7.63,0
LeftS45764,4.2610,11.4520,1.338e-16,1.256e-16,8.196e-17,-0.0,-2.73,0
LeftS45765,3.2994,11.5690,1.840e-17,2.007e-17,1.653e-17,0.0,-7.69,0
LeftS45766,3.6041,10.5247,5.359e-12,5.985e-12,5.514e-12,0.001,-2.94,0
LeftS45768,3.5084,11.6533,2.627e-20,5.481e-20,1.801e-19,0.001,-4.29,0
LeftS45772,3.4409,11.1361,1.688e-16,2.990e-16,6.999e-16,0.001,-6.98,0
LeftS45773,3.7134,11.3690,8.619e-19,1.234e-18,1.913e-18,0.001,-2.71,0
LeftS45774,3.6195,11.1487,6.637e-16,1.001e-15,1.698e-15,-0.0,-6.93,0
LeftS45775,3.5366,11.5349,4.267e-18,5.252e-18,5.695e-18,-0.0,-6.54,0
LeftS45776,3.6509,11.2691,2.454e-20,5.037e-20,1.609e-19,-0.0,-7.22,0
LeftS45777,3.7607,11.2055,2.450e-16,5.942e-16,2.745e-15,0.0,-3.46,1
LeftS45781,3.7033,11.1741,5.225e-17,5.233e-17,3.640e-17,0.0,-3.87,0
LeftS45784,3.4893,11.3617,1.952e-19,3.198e-19,6.422e-19,0.001,-8.13,0
LeftS45787,3.7142,11.2299,4.050e-20,7.729e-20,2.121e-19,0.001,-4.99,0
LeftS45788,3.5554,10.9386,2.148e-15,1.625e-15,7.064e-16,0.001,-6.7,1
LeftS45789,3.8092,11.6104,2.147e-16,3.718e-16,8.284e-16,0.001,-4.97,0
LeftS45790,3.5198,11.4991,1.023e-18,1.557e-18,2.642e-18,0.0,-3.97,0
LeftS45791,3.3592,11.2450,8.004e-17,7.827e-17,5.451e-17,0.001,-7.02,0
LeftS45793,3.1731,10.8796,7.543e-17,1.588e-16,5.306e-16,-0.001,-8.96,0
LeftS45794,3.6782,11.8149,9.435e-17,1.703e-16,4.122e-16,0.001,-1.62,0
LeftS45796,3.7539,10.6516,3.409e-16,2.952e-16,1.603e-16,0.0,-6.53,0
LeftS45799,3.5491,11.4534,9.790e-17,9.193e-17,5.721e-17,0.0,-4.84,0
LeftS45800,3.0260,11.1053,1.256e-16,2.293e-16,5.750e-16,-0.0,-7.76,0
LeftS45802,3.8186,11.7288,2.318e-17,2.558e-17,2.272e-17,0.0,-2.84,0
LeftS45803,3.8038,11.1946,1.458e-17,1.662e-17,1.607e-17,-0.0,-7.62,0
LeftS45805,3.7622,11.4769,1.652e-15,1.401e-15,7.374e-16,0.0,-3.73,0
LeftS45807,3.5006,11.5727,4.292e-18,5.482e-18,6.344e-18,0.001,-7.94,0
LeftS45809,3.6585,10.8677,1.180e-11,9.567e-12,4.647e-12,0.0,-2.25,1
LeftS45811,3.5760,10.8782,6.963e-18,8.087e-18,7.787e-18,0.0,-5.95,0
LeftS45812,3.6066,11.3826,3.122e-16,2.667e-16,1.367e-16,-0.0,-4.46,0
LeftS45813,3.8093,11.3028,1.786e-16,1.572e-16,8.853e-17,0.0,-7.11,0
LeftS45816,3.9050,10.8976,1.268e-20,2.553e-20,7.861e-20,0.001,-8.11,0
LeftS45817,3.5850,10.6417,1.261e-16,1.133e-16,6.781e-17,0.0,-8.19,0
LeftS45818,3.4469,10.7746,2.123e-16,3.281e-16,5.866e-16,0.002,-5.58,0
LeftS45820,3.3933,11.4090,2.326e-19,3.628e-19,6.441e-19,0.001,-5.58,0
LeftS45822,3.5144,11.4245,6.236e-17,6.009e-17,4.020e-17,0.0,-7.17,0
LeftS45823,3.6073,11.6097,9.121e-20,1.513e-19,3.248e-19,0.0,-7.21,0
LeftS45824,3.4165,10.9347,4.917e-18,6.127e-18,6.961e-18,0.001,-2.66,0
LeftS45825,3.4529,10.8835,4.961e-16,4.104e-16,2.098e-16,0.0,-6.53,0
LeftS45826,3.4566,11.4461,1.626e-16,1.467e-16,8.751e-17,0.001,-4.19,0
LeftS45828,3.8513,11.0436,1.438e-19,2.300e-19,4.272e-19,0.001,-2.9,0
LeftS45829,3.1962,10.8955,2.378e-17,2.500e-17,2.016e-17,0.0,-2.69,0
LeftS45831,3.3416,11.1308,1.706e-20,3.469e-20,1.088e-19,0.0,-4.75,0
LeftS45833,3.4008,11.3945,2.054e-16,1.824e-16,1.028e-16,0.001,-2.95,0
LeftS45835,3.9594,10.9582,4.755e-20,9.051e-20,2.475e-19,0.001,-4.44,0
LeftS45836,3.2472,11.3453,1.927e-16,1.690e-16,9.273e-17,0.0,-4.14,0
LeftS45837,4.0371,11.0007,2.391e-16,4.455e-16,1.181e-15,0.001,-7.23,0
LeftS45838,2.8968,10.8736,2.825e-18,3.753e-18,5.004e-18,0.0,-2.22,0
LeftS45839,3.5247,11.5591,3.488e-18,4.463e-18,5.348e-18,0.001,-3.52,0
LeftS45840,3.1674,11.3124,5.076e-16,4.152e-16,2.040e-16,0.0,-6.62,0
LeftS45841,4.0847,11.1925,1.019e-16,2.225e-16,8.067e-16,0.001,-5.31,0
LeftS45843,3.2965,11.4258,5.600e-16,4.687e-16,2.348e-16,0.001,-3.96,0
LeftS45844,3.9148,11.0158,1.595e-18,2.086e-18,2.642e-18,0.001,-4.56,0
LeftS45845,3.6287,11.0757,5.043e-17,5.187e-17,4.134e-17,-0.0,-7.28,0
LeftS45847,3.4564,11.6006,8.781e-16,7.500e-16,3.822e-16,-0.0,-6.83,0
LeftS45849,3.4194,11.0930,1.847e-20,3.583e-20,1.003e-19,0.001,-6.93,0
LeftS45850,3.6915,11.3162,3.398e-20,6.978e-20,2.243e-19,0.002,-2.49,0
LeftS45851,3.5022,11.2377,9.816e-16,8.129e-16,3.904e-16,-0.0,-6.28,0
LeftS45853,3.5020,11.3960,5.280e-17,5.357e-17,4.208e-17,0.001,-3.91,0
LeftS45855,3.2499,11.0662,2.426e-13,4.442e-13,1.101e-12,0.001,-3.79,0
LeftS45856,4.0900,11.2637,1.244e-17,1.343e-17,1.155e-17,0.0,-7.13,0
LeftS45857,3.5149,10.9765,1.271e-16,1.210e-16,7.664e-17,0.0,-4.47,0
LeftS45858,3.5025,11.0146,2.043e-20,4.253e-20,1.406e-19,0.0,-3.36,0
LeftS45859,4.0828,11.6055,2.068e-17,2.143e-17,1.700e-17,0.001,-5.12,0
LeftS45861,3.0991,11.2659,8.080e-12,6.056e-12,2.441e-12,0.001,-3.23,0
LeftS45862,3.5965,11.1461,1.094e-18,1.590e-18,2.433e-18,-0.0,-2.71,0
LeftS45863,3.3882,11.2818,1.579e-16,2.865e-16,7.296e-16,-0.0,-7.65,0
LeftS45865,3.8478,11.1732,2.758e-12,1.901e-12,6.552e-13,0.001,-3.28,0
LeftS45866,3.3844,11.5376,1.385e-16,1.294e-16,8.121e-17,-0.0,-5.64,0
LeftS45867,4.3283,10.9967,1.695e-11,1.336e-11,5.899e-12,0.001,-7.02,1
LeftS45868,3.7300,11.3009,1.680e-15,4.547e-15,2.676e-14,0.001,-6.89,1
LeftS45870,3.8048,11.2840,2.149e-19,3.725e-19,8.541e-19,0.0,-7.4,0
LeftS45872,3.4528,11.0103,2.307e-16,2.115e-16,1.274e-16,-0.001,-7.22,0
LeftS45873,3.5717,11.0906,1.926e-19,3.164e-19,6.295e-19,0.001,-4.15,0
LeftS45876,3.3299,11.4135,1.761e-20,3.543e-20,1.118e-19,0.001,-7.09,0
LeftS45877,4.3917,11.1144,6.014e-18,7.189e-18,7.545e-18,0.0,-1.51,0
LeftS45878,3.7865,11.3950,1.797e-17,1.969e-17,1.652e-17,0.0,-7.67,0
LeftS45880,3.8722,11.2242,1.725e-19,2.890e-19,5.926e-19,0.001,-8.05,0
LeftS45881,3.3014,11.2362,4.831e-18,5.791e-18,6.011e-18,0.001,-4.63,0
LeftS45882,3.6406,11.5151,4.807e-16,4.135e-16,2.186e-16,-0.0,-3.21,0
LeftS45883,3.6493,11.2496,7.265e-17,1.391e-16,4.022e-16,0.001,-4.59,0
LeftS45884,3.5281,11.5537,8.308e-12,5.969e-12,2.123e-12,0.0,-3.13,0
LeftS45885,3.5951,11.1753,8.519e-20,1.524e-19,3.606e-19,-0.001,-6.66,0
LeftS45886,3.8905,11.2980,1.467e-18,1.959e-18,2.448e-18,-0.001,-6.06,0
LeftS45887,3.6542,10.9515,1.628e-15,1.276e-15,5.765e-16,0.0,-7.45,1
LeftS45888,3.4520,11.7445,1.047e-19,1.834e-19,4.315e-19,0.0,-8.62,0
LeftS45890,3.5643,11.2633,1.321e-19,2.316e-19,5.555e-19,0.001,-5.39,0
LeftS45891,3.5483,11.4453,3.783e-12,4.493e-12,4.602e-12,0.001,-2.7,0
LeftS45892,3.5235,11.0436,6.104e-18,7.458e-18,8.142e-18,0.001,-5.42,0
LeftS45893,3.4506,11.3111,9.900e-18,1.104e-17,1.006e-17,0.001,-3.76,0
LeftS45894,3.3001,11.1187,1.966e-16,4.152e-16,1.393e-15,0.0,-6.91,0
LeftS45895,3.6065,10.8654,2.806e-16,2.497e-16,1.420e-16,0.001,-3.79,0
LeftS45896,3.4450,11.3552,1.866e-16,3.019e-16,5.938e-16,-0.001,-6.51,0
LeftS45898,3.1724,11.2659,1.795e-16,3.130e-16,6.869e-16,0.001,-3.95,0
LeftS45899,3.6275,10.9756,1.896e-19,3.063e-19,5.878e-19,0.0,-3.05,0
LeftS45901,3.5823,11.1000,5.357e-19,7.726e-19,1.199e-18,0.0,-3.04,0
LeftS45902,3.4858,11.5925,7.864e-18,8.917e-18,8.325e-18,0.001,-6.7,0
LeftS45903,3.3627,11.3184,4.322e-16,3.623e-16,1.817e-16,0.001,-4.67,0
LeftS45905,3.9313,11.3681,7.995e-17,7.974e-17,5.555e-17,0.001,-2.55,0
LeftS45906,3.6325,11.2238,3.194e-18,4.271e-18,5.478e-18,0.001,-6.0,0
LeftS45907,4.0424,11.7466,1.271e-20,2.781e-20,1.045e-19,0.001,-8.5,0
LeftS45909,3.6451,11.3988,1.734e-18,2.384e-18,3.252e-18,0.0,-5.86,0
LeftS45910,3.2100,11.0481,8.247e-17,8.130e-17,5.475e-17,0.0,-5.24,0
LeftS45911,3.8812,11.2721,3.229e-16,7.470e-16,3.132e-15,0.0,-3.99,1
LeftS45912,3.6370,10.9023,2.282e-17,2.501e-17,2.142e-17,0.0,-6.56,0
LeftS45913,3.3795,11.5472,7.456e-18,8.330e-18,7.348e-18,0.0,-1.82,0
LeftS45914,3.7897,11.1756,2.495e-19,4.143e-19,8.696e-19,0.0,-2.82,0
LeftS45915,3.6954,11.2108,2.136e-19,3.557e-19,7.224e-19,0.002,-6.57,0
LeftS45917,3.6007,11.2581,1.390e-16,2.460e-16,5.840e-16,0.001,-2.54,0
LeftS45918,3.6970,11.1367,6.323e-17,6.483e-17,4.955e-17,0.0,-3.98,0
LeftS45920,3.4239,11.4704,1.167e-16,2.288e-16,6.887e-16,0.0,-5.41,0
LeftS45921,3.7333,11.3924,9.084e-17,8.952e-17,6.464e-17,0.001,-6.65,0
LeftS45922,3.8660,11.2052,2.650e-16,4.326e-16,8.404e-16,0.0,-3.78,0
LeftS45923,3.7545,11.4824,1.386e-19,2.488e-19,6.248e-19,0.001,-5.82,0
LeftS45924,3.2944,11.5506,3.971e-17,4.096e-17,3.157e-17,0.001,-8.03,0
LeftS45926,3.5167,11.1464,4.375e-16,3.793e-16,2.036e-16,0.001,-7.75,0
LeftS45927,3.2622,11.2832,4.098e-12,2.864e-12,1.012e-12,0.0,-6.42,0
LeftS45928,3.2964,11.4269,1.222e-19,2.080e-19,4.558e-19,0.0,-6.93,0
LeftS45929,3.5583,11.5003,6.565e-16,5.332e-16,2.585e-16,0.0,-4.38,0
LeftS45930,3.7550,11.0833,4.393e-19,6.715e-19,1.155e-18,0.0,-7.75,0
LeftS45931,3.9107,11.4540,4.251e-19,6.525e-19,1.121e-18,0.0,-4.9,0
LeftS45932,3.5354,10.8933,9.816e-17,9.152e-17,5.844e-17,0.0,-4.56,0
LeftS45933,3.3204,11.1795,2.022e-19,3.208e-19,5.955e-19,-0.0,-5.33,0
LeftS45934,3.3483,11.7300,3.009e-18,3.960e-18,5.078e-18,0.0,-2.7,0
LeftS45935,3.3143,11.5539,2.413e-19,3.814e-19,6.923e-19,0.0,-5.48,0
LeftS45936,3.6459,11.2552,7.010e-18,8.437e-18,8.966e-18,0.001,-6.51,0
LeftS45937,3.7604,10.7759,1.045e-15,8.184e-16,3.538e-16,0.001,-8.48,0
LeftS45938,3.5396,11.0107,2.364e-16,2.088e-16,1.203e-16,0.0,-6.74,0
LeftS45939,3.6715,10.7278,7.193e-20,1.289e-19,3.061e-19,0.001,-6.28,0
LeftS45940,3.8080,11.0101,6.593e-18,8.004e-18,8.268e-18,0.001,-2.84,0
LeftS45941,3.7741,11.0529,1.752e-20,3.578e-20,1.108e-19,0.0,-1.73,0
LeftS45942,3.8300,10.9210,4.387e-17,4.558e-17,3.704e-17,0.001,-3.2,0
LeftS45943,3.7721,10.8662,2.381e-16,5.308e-16,2.006e-15,0.001,-8.49,0
LeftS45944,4.1078,10.7735,1.845e-20,3.495e-20,9.383e-20,0.001,-4.09,0
LeftS45945,3.5754,10.9115,7.386e-17,7.263e-17,4.972e-17,0.0,-6.77,0
LeftS45946,3.4177,11.2910,1.669e-16,1.497e-16,9.126e-17,0.001,-5.67,0
LeftS45947,3.7567,11.5133,5.325e-16,4.411e-16,2.115e-16,0.001,-5.97,0
LeftS45952,4.0729,11.2992,3.871e-20,7.742e-20,2.299e-19,0.0,-2.08,0
LeftS45953,3.5022,10.8768,8.814e-18,9.842e-18,8.919e-18,-0.0,-2.04,0
LeftS45955,3.9876,11.2129,4.419e-17,4.299e-17,2.981e-17,0.0,-4.0,0
LeftS45958,4.2198,11.1027,1.785e-20,3.591e-20,1.143e-19,0.001,-6.97,0
LeftS45960,3.7009,10.8062,7.060e-20,1.314e-19,3.394e-19,0.001,-2.85,0
LeftS45961,3.5019,11.3707,1.906e-16,3.016e-16,5.617e-16,-0.001,-6.58,0
LeftS45962,3.3711,11.0720,5.550e-16,4.790e-16,2.580e-16,0.001,-2.09,0
LeftS45963,3.6518,11.1809,1.865e-16,3.440e-16,9.046e-16,0.0,-6.49,0
LeftS45964,3.3242,11.5044,1.108e-15,8.772e-16,4.114e-16,0.0,-7.53,0
LeftS45965,3.6673,11.4657,2.021e-19,3.470e-19,7.594e-19,-0.001,-2.71,0
LeftS45966,3.2356,11.0820,1.659e-19,2.678e-19,5.378e-19,0.002,-7.4,0
LeftS45967,3.6551,11.4360,4.917e-17,4.960e-17,3.587e-17,0.001,-6.62,0
LeftS45968,3.6573,11.3226,1.143e-16,1.098e-16,7.607e-17,-0.0,-6.69,0
LeftS45969,3.1724,11.2133,4.079e-18,4.818e-18,4.857e-18,0.001,-1.75,0
LeftS45971,3.5931,11.0136,1.053e-18,1.487e-18,2.125e-18,0.0,-7.9,0
LeftS45972,3.4295,11.6812,7.979e-17,7.747e-17,5.330e-17,0.001,-8.3,0
LeftS45973,3.4327,11.0459,4.569e-19,6.683e-19,1.085e-18,0.001,-8.17,0
LeftS45975,3.5096,11.2483,5.757e-19,8.785e-19,1.502e-18,0.001,-2.83,0
LeftS45977,3.6804,11.6758,2.890e-16,2.544e-16,1.472e-16,-0.0,-6.19,0
LeftS45978,3.4326,11.0930,4.525e-18,5.747e-18,6.800e-18,-0.0,-5.82,0
LeftS45979,3.5341,11.2833,5.244e-16,4.658e-16,2.629e-16,0.0,-4.05,0
LeftS45980,3.4537,11.2443,4.026e-16,8.488e-16,2.854e-15,0.001,-5.06,0
LeftS45981,3.6481,11.1694,1.952e-17,2.152e-17,1.911e-17,0.0,-5.18,0
LeftS45982,3.5580,11.5880,1.006e-15,8.200e-16,3.940e-16,0.001,-6.08,0
LeftS45983,3.7750,11.3802,9.796e-12,8.783e-12,5.116e-12,-0.001,-2.89,1
LeftS45985,4.0976,11.1294,8.319e-12,5.823e-12,2.084e-12,0.0,-6.04,0
LeftS45986,3.8082,11.3989,2.709e-17,2.710e-17,2.037e-17,0.002,-6.42,0
LeftS45987,3.5185,11.2744,5.014e-18,5.848e-18,5.860e-18,0.001,-5.49,0
